x,y,z
-0.0,-10.839830126096608,-0.018121266760284735
0.0,1.0473573497339936,0.3869360116869204
-0.25,0.33104975460678165,0.49541168864982243
0.0,-0.35275665875957685,0.3781279500438679
-0.0,-0.02801234594633751,0.36745731855778896
-0.0,0.09533575660723345,0.33423961312370415
0.0,-0.030638429791076657,-0.29573745096963067
0.0,0.04392656721186544,-0.591225024491933
0.0,0.0487715157296697,-0.43146713030723377
0.0,0.0664710038476882,-0.09643575964635318
0.0,-0.012857259511313963,0.4208518750876845
-0.0,-0.04110322796800128,0.19501247637683666
-0.0,-0.012171643960726716,0.19549010854966584
-0.0,0.030546419969390143,-0.4050759177130432
0.0,-0.04536639765326389,-0.200406234213006
-0.0,0.06379886397141701,0.10331460107833736
-0.0,0.023248007737444787,-0.541769085311625
0.0,-0.08658733209486619,-0.834329721196781
0.0,-0.0931308869896465,-1.0644691439751872
0.0,-0.09768870590508481,-1.1845476441284883
0.25,0.05597451793402594,-0.9216419896000518
-0.0,0.0467882026197422,-0.5803169572135825
0.0,0.07643778494898365,-0.9054612952045091
-0.0,0.027492012357848043,-0.6809918340515064
-0.0,-0.0003330968821494665,-0.45608941590508667
0.0,-0.01266874472517518,-0.4159466053197492
0.25,-0.026569592626755872,-0.22144965593945803
-0.0,-0.03597673319024706,-0.30145387638512233
-0.0,0.09020215816447824,0.0010493046922169097
0.0,0.05621715433464489,-0.4297575388310176
0.0,-0.024064940567600734,-0.3976003451156882
0.0,-0.04648518721901864,-0.5292914053813612
-0.0,-0.06935109031836302,-0.7195543482563201
-0.0,0.03893684856179219,-0.4194649676407606
0.0,0.0871797945433874,-0.09454757141574696
0.25,-0.08921405149120826,-0.34798299484812534
0.25,-0.0968652829082324,-0.47422044157451193
0.25,-1.3304467758051624,-0.09857105537976675
-0.0,0.3162344716308833,-0.5666240350693937
-0.25,0.0561355558831762,-0.10039263069127416
0.0,-0.04030172854362866,-0.24385583945280453
0.5,0.04078294016933919,0.08319491092352568
-0.25,0.06153050998542403,0.12894354803773012
0.25,0.009203164320070291,0.2922097549688919
0.0,-0.046195077778459596,-0.7341574172879253
0.0,-0.05103835785635881,0.8874565486812684
-0.0,-0.014824320079974453,-1.0337533103745487
-0.0,-0.09294895466073289,1.9178535258414244
-0.0,-0.0686367348763186,-1.8200206394103637
0.25,-0.0572914501698394,0.6564036294785398
-0.5,0.028682371348563388,-1.3141173007628364
0.25,-0.04586613112554391,0.7132063851722141
-0.0,-0.01368619552237906,-1.3074872268367115
0.25,0.012154592824855873,0.05427120681392504
0.0,0.016631970872191624,-0.8238738184904214
0.0,0.059256563391669244,-0.4095891062719249
0.25,0.04407965665859635,-0.636672611506214
0.25,0.06632350300155912,-0.3633446266889111
0.25,0.0024637341782977745,-0.9037983867091959
0.0,0.05086057779820867,-0.6138004633279881
0.0,0.07007523504236154,-0.8614071552222
0.75,-0.08687946284633528,-0.9135780915722307
0.5,0.019469740329112667,-1.2955378350272955
0.75,-0.02937909163414146,-1.3255105285608522
0.5,-0.08094995949649245,-1.060905657765935
0.25,-0.11159785962084773,-1.4605532430961126
0.25,0.020757270011618374,-1.7366143600696946
0.25,-0.06817527758892719,-2.0618819046468984
-2.5,1.637063054523055,-2.985444544719341
0.75,-0.11990912370435222,-1.7645817636076957
3.0,0.08533016536352334,-1.647525384323675
4.25,-12.390204606569176,-1.0760965270433849
2.25,-4.1429157693348175,-0.8994987597223459
8.5,16.57828088241443,-7.578438431858313
0.0,-4.041788745724626,0.3261605333755274
0.0,0.7982888084271873,0.18652353915476155
0.0,-0.20387006774951733,0.17646433554567428
0.0,0.12166908115829161,0.20835754756207808
-0.0,-0.060427919948946585,0.25058364102999436
-0.0,0.07712372347960414,0.13925378325719484
-0.0,0.10021962628598632,0.1270878338827508
-0.0,0.06744086672904198,0.08934644857488722
0.0,-0.029461022574246085,0.17208211665838338
0.0,-0.07806843400155686,0.19542306358739236
0.0,-0.014865209505967078,0.20993618407628822
-0.0,0.09264942062565948,0.10503493666175609
-0.0,0.03678078618014516,0.15949747187795396
0.0,0.04542946424660041,0.1017521671303311
0.0,-0.05838547910292938,0.1253027178261744
0.0,0.09322682347412173,0.2235576286345161
0.0,0.03454707468861304,0.24886059885920578
-16.0,-6.140936816081354,40.2032091573667
2.25,-0.8126988989994044,1.7100876546040198
3.0,-0.3357012542015402,1.5249638983495837
-0.25,0.017715000550474945,-0.013693807334273021
-0.0,0.2836475424627725,0.07509443156258264
0.0,-0.13103908339841852,0.07813194867506576
-0.0,0.048981785676147534,0.08533654593047868
-0.0,-0.024158887162918388,-0.07403692888180678
0.0,-0.037032756250819206,-0.04420615175100295
