x,y,z
6.21163845062256,0.073630765080452,5.9799222946167
6.21165657043457,0.0736335963010788,5.984778881073
6.21168422698975,0.073629230260849,5.99580812454224
6.21171522140503,0.0736295580863953,6.0130181312561
6.21175146102905,0.0731991529464722,6.03649044036865
6.21180391311646,0.072225384414196,6.06588697433472
6.21184253692627,0.0728060305118561,6.10057687759399
6.21190071105957,0.0726230069994926,6.14120674133301
6.21198511123657,0.0743349716067314,6.18718147277832
6.21211528778076,0.0737211555242538,6.23958587646484
6.21227884292603,0.0722922310233116,6.29715394973755
6.21249198913574,0.0737274363636971,6.36100482940674
6.21273708343506,0.073940634727478,6.42979955673218
6.21306896209717,0.0738284736871719,6.50437641143799
6.21347141265869,0.0738777965307236,6.58436441421509
6.21396112442017,0.0738600194454193,6.66982698440552
6.2145471572876,0.0738678723573685,6.76061296463013
6.21523666381836,0.0738632380962372,6.85631895065308
6.21604013442993,0.0738670751452446,6.95710563659668
6.21696329116821,0.0738639906048775,7.06255674362183
6.218017578125,0.0738659352064133,7.17295932769775
6.21921348571777,0.0738650411367416,7.28836345672607
6.2205638885498,0.0738654881715775,7.40868186950684
6.22207832336426,0.073865570127964,7.53382682800293
6.22376823425293,0.0738665089011192,7.66366386413574
6.22564029693604,0.073865570127964,7.79790306091309
6.22770404815674,0.0738664567470551,7.93660593032837
6.22996807098389,0.0738672763109207,8.07973384857178
6.23243522644043,0.073866955935955,8.22686672210693
6.23510980606079,0.0738671571016312,8.37775421142578
6.23799753189087,0.0738668367266655,8.53247928619385
6.24110746383667,0.0738675221800804,8.69118785858154
6.24444437026978,0.0738675221800804,8.85368633270264
6.24801349639893,0.0738671571016312,9.01980590820313
6.25182247161865,0.0738677382469177,9.18960094451904
6.25587701797485,0.0738681927323341,9.36298561096191
6.26017999649048,0.0738677456974983,9.53971385955811
6.26473617553711,0.0738684833049774,9.71975517272949
6.26954698562622,0.073869101703167,9.9029598236084
6.27460908889771,0.0738683789968491,10.0890350341797
6.27992677688599,0.0738690346479416,10.2780237197876
6.28553485870361,0.0716755613684654,10.4705581665039
6.29123210906982,0.0695653110742569,10.6643705368042
6.29744958877563,0.0702292546629906,10.8617238998413
6.30394506454468,0.0700960606336594,11.0612344741821
6.36755466461182,0.0699839517474175,11.1516923904419
6.39101934432983,0.0667554959654808,11.1893215179443
6.39088678359985,0.0685276091098785,11.1891708374023
6.39085292816162,0.0685991048812866,11.1890382766724
6.39070558547974,0.0685920566320419,11.1887989044189
6.39056253433228,0.0685922652482986,11.1885681152344
6.39050388336182,0.0687413662672043,11.1884422302246
6.3901686668396,0.0689155161380768,11.1878690719604
6.38967514038086,0.0689359158277512,11.1870746612549
6.38921689987183,0.0689909905195236,11.1863279342651
6.38876914978027,0.068991057574749,11.1856174468994
6.38830614089966,0.0689994394779205,11.1848783493042
6.38787984848022,0.0690149962902069,11.1841974258423
6.38749694824219,0.0690370798110962,11.1835851669312
6.38710308074951,0.0690511465072632,11.1829557418823
6.38674592971802,0.0690642148256302,11.1823873519897
6.3864893913269,0.0690871328115463,11.1819763183594
6.38617038726807,0.0690972432494164,11.1814680099487
6.38581848144531,0.0691121369600296,11.1809053421021
6.3855152130127,0.0691087245941162,11.1804246902466
6.38524150848389,0.0691277235746384,11.1799869537354
6.38497686386108,0.0691355168819427,11.1795644760132
6.38468837738037,0.0691351965069771,11.179105758667
6.38438701629639,0.0691396072506905,11.1786231994629
6.38417482376099,0.0691499635577202,11.1782865524292
6.38395929336548,0.0691592767834663,11.1779413223267
6.38374757766724,0.0691770911216736,11.1775989532471
6.38347959518433,0.0691579058766365,11.1771774291992
6.38331174850464,0.0691739544272423,11.176905632019
6.38310575485229,0.0691679939627647,11.1765766143799
6.38291358947754,0.0691936612129211,11.1762647628784
6.38270378112793,0.0691842809319496,11.1759328842163
6.3824725151062,0.0691907331347466,11.1755628585815
6.38224077224731,0.0691845268011093,11.1751937866211
6.38210821151733,0.0691923648118973,11.1749792098999
6.38187503814697,0.0691932886838913,11.1746034622192
6.38171482086182,0.069193921983242,11.1743478775024
6.38155794143677,0.0691967457532883,11.1740970611572
6.38141059875488,0.0692040473222733,11.1738586425781
6.38122367858887,0.0691951438784599,11.1735620498657
6.38107490539551,0.0692051202058792,11.1733207702637
6.38090801239014,0.0692084729671478,11.1730556488037
6.38070058822632,0.069199800491333,11.1727247238159
6.38057327270508,0.069209411740303,11.1725168228149
6.38035345077515,0.0691980421543121,11.1721677780151
6.38024377822876,0.0692080482840538,11.1719884872437
6.38008880615234,0.069217175245285,11.1717357635498
6.37996435165405,0.0692169740796089,11.1715383529663
6.37985372543335,0.0692127272486687,11.1713609695435
6.37974071502686,0.0692148208618164,11.171178817749
6.37962484359741,0.0692165717482567,11.1709928512573
6.37946653366089,0.0692151114344597,11.1707391738892
6.3793625831604,0.0692220777273178,11.1705694198608
6.37924098968506,0.0692127645015717,11.1703758239746
6.37912178039551,0.0692112147808075,11.1701850891113
